gc_content gc_skew gc_culm
0.654 -6.42201834862385 -237.225272210439
0.643 1.08864696734059 -236.136625243099
0.594 -5.38720538720539 -241.523830630304
0.638 2.82131661442006 -238.702514015884
0.64 0.625 -238.077514015884
0.687 -3.63901018922853 -241.716524205113
0.683 -0.439238653001464 -242.155762858114
0.658 0 -242.155762858114
0.646 3.40557275541796 -238.750190102696
0.657 -3.19634703196347 -241.94653713466
0.644 0.31055900621118 -241.635978128448
0.659 -3.79362670713202 -245.42960483558
0.661 -9.53101361573374 -254.960618451314
0.654 -6.42201834862385 -261.382636799938
0.688 -9.59302325581395 -270.975660055752
0.64 -9.375 -280.350660055752
0.585 2.90598290598291 -277.444677149769
0.522 -4.98084291187739 -282.425520061646
0.606 2.64026402640264 -279.785256035244
0.584 -3.08219178082192 -282.867447816066
0.689 -3.04789550072569 -285.915343316791
0.631 2.06022187004754 -283.855121446744
0.653 -2.90964777947933 -286.764769226223
0.652 -6.44171779141104 -293.206487017634
0.641 -2.34009360374415 -295.546580621378
0.671 -6.40834575260805 -301.954926373986
0.683 0.732064421669107 -301.222861952317
0.668 3.89221556886228 -297.330646383455
0.654 -3.6697247706422 -301.000371154097
0.646 -3.71517027863777 -304.715541432735
0.645 -3.56589147286822 -308.281432905603
0.654 -4.28134556574924 -312.562778471352
0.647 0.463678516228748 -312.099099955124
0.663 -8.29562594268477 -320.394725897809
0.635 0.15748031496063 -320.237245582848
0.628 -1.27388535031847 -321.511130933166
0.636 -6.28930817610063 -327.800439109267
0.647 -4.4822256568779 -332.282664766145
0.601 3.16139767054908 -329.121267095596
0.671 1.63934426229508 -327.481922833301
0.662 -5.4380664652568 -332.919989298558
0.655 -4.73282442748092 -337.652813726038
0.641 -5.14820592823713 -342.801019654276
0.635 -7.08661417322835 -349.887633827504
0.645 -4.18604651162791 -354.073680339132
0.615 -4.71544715447155 -358.789127493603
0.671 -1.34128166915052 -360.130409162754
0.609 -3.77668308702791 -363.907092249782
0.662 -0.906344410876133 -364.813436660658
0.63 -1.58730158730159 -366.40073824796
0.644 1.24223602484472 -365.158502223115
0.665 1.35338345864662 -363.805118764468
0.577 -2.59965337954939 -366.404772144018
0.671 0.14903129657228 -366.255740847445
0.609 -4.10509031198686 -370.360831159432
0.615 4.39024390243902 -365.970587256993
0.602 -0.332225913621262 -366.302813170614
0.629 -0.794912559618442 -367.097725730233
0.646 -0.309597523219814 -367.407323253453
0.709 -2.67983074753173 -370.087154000984
0.65 2.15384615384615 -367.933307847138
0.633 0.4739336492891 -367.459374197849
0.653 -0.765696784073507 -368.225070981923
0.647 1.70015455950541 -366.524916422417
0.63 5.07936507936508 -361.445551343052
0.642 -2.18068535825545 -363.626236701308
0.601 1.16472545757072 -362.461511243737
0.597 -6.8676716917923 -369.329182935529
0.652 -1.22699386503067 -370.55617680056
0.622 -3.53697749196141 -374.093154292521
0.518 0.386100386100386 -373.707053906421
0.612 3.92156862745098 -369.78548527897
0.618 2.26537216828479 -367.520113110685
0.63 -1.9047619047619 -369.424875015447
0.641 -5.14820592823713 -374.573080943684
0.628 -0.636942675159236 -375.210023618843
0.6 -3.33333333333333 -378.543356952177
0.653 4.44104134762634 -374.10231560455
0.513 6.82261208576998 -367.27970351878
0.661 1.0590015128593 -366.220702005921
0.635 -1.73228346456693 -367.952985470488
0.674 -8.30860534124629 -376.261590811734
0.659 -9.86342943854325 -386.125020250278
0.656 -3.35365853658537 -389.478678786863
0.623 -9.79133226324238 -399.270011050105
0.623 -4.3338683788122 -403.603879428917
0.617 -7.29335494327391 -410.897234372191
0.656 -0.304878048780488 -411.202112420972
0.637 1.0989010989011 -410.103211322071
0.651 0.460829493087558 -409.642381828983
0.633 -3.00157977883096 -412.643961607814
0.636 -3.45911949685535 -416.10308110467
0.64 -8.75 -424.85308110467
0.62 6.12903225806452 -418.724048846605
0.591 -1.52284263959391 -420.246891486199
0.597 1.50753768844221 -418.739353797757
0.664 -0.301204819277108 -419.040558617034
0.647 -6.64605873261206 -425.686617349646
0.693 -7.93650793650794 -433.623125286154
0.668 -3.29341317365269 -436.916538459807
0.601 -0.166389351081531 -437.082927810888
0.605 -5.45454545454545 -442.537473265434
0.642 -6.85358255451713 -449.391055819951
0.603 -8.12603648424544 -457.517092304196
0.604 1.32450331125828 -456.192588992938
0.615 -4.0650406504065 -460.257629643344
0.638 -10.0313479623824 -470.288977605727
0.61 -8.85245901639344 -479.14143662212
0.621 -8.53462157809984 -487.67605820022
0.625 1.44 -486.23605820022
0.661 -7.71558245083207 -493.951640651052
0.614 1.95439739413681 -491.997243256915
0.685 -6.27737226277372 -498.274615519689
0.658 -0.911854103343465 -499.186469623033
0.654 -11.0091743119266 -510.195643934959
0.643 -6.68740279937792 -516.883046734337
0.611 -8.34697217675941 -525.230018911096
0.649 -4.77657935285054 -530.006598263947
0.592 4.39189189189189 -525.614706372055
0.641 -2.02808112324493 -527.6427874953
0.605 -7.10743801652893 -534.750225511829
0.638 0 -534.750225511829
0.618 -3.88349514563107 -538.63372065746
0.675 -1.92592592592593 -540.559646583386
0.663 -3.16742081447964 -543.727067397866
0.649 2.61941448382126 -541.107652914044
0.656 -4.8780487804878 -545.985701694532
0.631 -2.06022187004754 -548.04592356458
0.673 -1.63447251114413 -549.680396075724
0.632 -2.21518987341772 -551.895585949141
0.647 -4.17310664605873 -556.0686925952
0.626 3.51437699680511 -552.554315598395
0.635 3.30708661417323 -549.247228984222
0.655 0.458015267175573 -548.789213717046
0.632 -4.74683544303798 -553.536049160084
0.669 -6.42750373692078 -559.963552897005
0.676 -4.14201183431953 -564.105564731325
0.683 -4.53879941434846 -568.644364145673
0.608 -1.97368421052632 -570.618048356199
0.614 -6.84039087947883 -577.458439235678
0.672 -4.16666666666667 -581.625105902345
0.699 -6.1516452074392 -587.776751109784
0.637 -7.69230769230769 -595.469058802092
0.631 2.37717908082409 -593.091879721268
0.644 -0.62111801242236 -593.71299773369
0.627 -6.85805422647528 -600.571051960165
0.632 -2.21518987341772 -602.786241833583
0.611 1.47299509001637 -601.313246743567
0.612 3.59477124183007 -597.718475501737
0.64 -0.3125 -598.030975501737
0.609 2.46305418719212 -595.567921314544
0.592 6.75675675675676 -588.811164557788
0.658 -6.68693009118541 -595.498094648973
0.667 0.149925037481259 -595.348169611492
0.646 -1.85758513931889 -597.205754750811
0.667 -6.74662668665667 -603.952381437467
0.651 -6.60522273425499 -610.557604171722
0.668 -6.2874251497006 -616.845029321423
0.659 -6.22154779969651 -623.06657712112
0.651 -6.60522273425499 -629.671799855375
0.626 -6.70926517571885 -636.381065031093
0.594 -5.05050505050505 -641.431570081598
0.606 2.97029702970297 -638.461273051895
0.648 2.16049382716049 -636.300779224735
0.646 4.64396284829721 -631.656816376438
0.608 -6.57894736842105 -638.235763744859
0.608 4.27631578947368 -633.959447955385
0.598 3.01003344481605 -630.949414510569
0.606 0.99009900990099 -629.959315500668
0.618 2.26537216828479 -627.693943332383
0.629 -3.97456279809221 -631.668506130476
0.62 -1.29032258064516 -632.958828711121
0.633 -4.58135860979463 -637.540187320915
0.664 -3.91566265060241 -641.455849971518
0.614 -3.25732899022801 -644.713178961746
0.667 -2.84857571214393 -647.56175467389
0.648 5.8641975308642 -641.697557143025
0.65 -2.46153846153846 -644.159095604564
0.624 -1.28205128205128 -645.441146886615
0.639 -1.40845070422535 -646.849597590841
0.632 -7.27848101265823 -654.128078603499
0.621 -1.12721417069243 -655.255292774191
0.642 -6.54205607476636 -661.797348848958
0.61 -8.19672131147541 -669.994070160433
0.622 -8.03858520900322 -678.032655369436
0.64 -0.3125 -678.345155369436
0.631 -5.22979397781299 -683.574949347249
0.638 -7.21003134796238 -690.784980695212
0.599 -8.51419031719533 -699.299171012407
0.642 0 -699.299171012407
0.635 2.67716535433071 -696.622005658076
0.607 5.43657331136738 -691.185432346709
0.612 -5.88235294117647 -697.067785287885
0.592 -0.337837837837838 -697.405623125723
0.639 2.34741784037559 -695.058205285348
0.666 -3.6036036036036 -698.661808888951
0.673 3.7147102526003 -694.947098636351
0.649 -2.00308166409861 -696.950180300449
0.621 4.02576489533011 -692.924415405119
0.612 7.18954248366013 -685.734872921459
0.653 8.11638591117917 -677.61848701028
0.612 9.15032679738562 -668.468160212894
0.637 1.72684458398744 -666.741315628907
0.644 -1.86335403726708 -668.604669666174
0.66 -1.51515151515152 -670.119821181326
0.646 -1.23839009287926 -671.358211274205
0.632 -3.48101265822785 -674.839223932433
0.663 1.35746606334842 -673.481757869084
0.651 -5.99078341013825 -679.472541279222
0.703 -0.42674253200569 -679.899283811228
0.659 3.49013657056146 -676.409147240667
0.66 0.303030303030303 -676.106116937636
0.598 -3.67892976588629 -679.785046703523
0.619 2.10016155088853 -677.684885152634
0.637 5.18053375196232 -672.504351400672
0.617 -0.162074554294976 -672.666425954967
0.662 9.96978851963746 -662.696637435329
0.649 -1.07858243451464 -663.775219869844
0.671 -4.91803278688525 -668.693252656729
0.653 1.37825421133231 -667.314998445397
0.632 -0.949367088607595 -668.264365534005
0.634 -7.88643533123028 -676.150800865235
0.689 -12.3367198838897 -688.487520749125
0.657 -5.93607305936073 -694.423593808485
0.625 0.16 -694.263593808485
0.627 0.797448165869219 -693.466145642616
0.608 -6.25 -699.716145642616
0.63 -2.22222222222222 -701.938367864838
0.594 -3.36700336700337 -705.305371231842
0.657 1.36986301369863 -703.935508218143
0.625 4 -699.935508218143
0.656 3.35365853658537 -696.581849681558
0.628 -0.636942675159236 -697.218792356717
0.641 10.1404056162246 -687.078386740492
0.645 3.25581395348837 -683.822572787004
0.652 3.68098159509202 -680.141591191912
0.611 5.40098199672668 -674.740609195185
0.638 7.21003134796238 -667.530577847223
0.656 -2.4390243902439 -669.969602237467
0.619 6.94668820678514 -663.022914030681
0.644 5.27950310559006 -657.743410925091
0.635 -0.47244094488189 -658.215851869973
0.598 -4.68227424749164 -662.898126117465
0.629 -3.65659777424483 -666.55472389171
0.62 -5.80645161290323 -672.361175504613
0.642 -1.24610591900312 -673.607281423616
0.611 -7.03764320785597 -680.644924631472
0.651 -3.84024577572965 -684.485170407202
0.609 -2.13464696223317 -686.619817369435
0.631 0.475435816164818 -686.14438155327
0.605 -4.46280991735537 -690.607191470625
0.638 1.25391849529781 -689.353272975328
0.603 0.497512437810945 -688.855760537517
0.601 -5.49084858569052 -694.346609123207
0.644 -2.48447204968944 -696.831081172897
0.604 -9.60264900662252 -706.433730179519
0.626 -4.15335463258786 -710.587084812107
0.641 -5.77223088923557 -716.359315701343
0.61 -3.9344262295082 -720.293741930851
0.681 -2.79001468428781 -723.083756615139
0.649 -4.16024653312789 -727.244003148267
0.636 0.314465408805031 -726.929537739461
0.629 5.56438791732909 -721.365149822132
0.631 -0.475435816164818 -721.840585638297
0.62 -2.90322580645161 -724.743811444749
0.629 2.38473767885533 -722.359073765894
0.623 -9.14927768860353 -731.508351454497
0.674 -3.85756676557863 -735.365918220076
0.634 3.47003154574133 -731.895886674334
0.648 5.8641975308642 -726.03168914347
0.687 -6.84133915574964 -732.87302829922
0.663 -1.96078431372549 -734.833812612945
0.596 -1.67785234899329 -736.511664961939
0.717 -5.99721059972106 -742.50887556166
0.658 -0.60790273556231 -743.116778297222
0.67 1.49253731343284 -741.624240983789
0.645 -2.63565891472868 -744.259899898518
0.654 2.75229357798165 -741.507606320536
0.649 -1.69491525423729 -743.202521574773
0.641 -0.46801872074883 -743.670540295522
0.643 1.39968895800933 -742.270851337513
0.646 0.309597523219814 -741.961253814293
0.639 5.79029733959311 -736.1709564747
0.605 0.495867768595041 -735.675088706105
0.662 -0.302114803625378 -735.97720350973
0.668 6.58682634730539 -729.390377162425
0.587 -2.55536626916525 -731.94574343159
0.654 -1.8348623853211 -733.780605816911
0.629 0.476947535771065 -733.30365828114
0.617 -5.9967585089141 -739.300416790054
0.651 3.53302611367128 -735.767390676383
0.601 4.82529118136439 -730.942099495019
0.626 -1.91693290734824 -732.859032402367
0.62 -2.90322580645161 -735.762258208818
0.602 2.32558139534884 -733.43667681347
0.616 -1.2987012987013 -734.735378112171
0.64 -2.1875 -736.922878112171
0.654 -6.72782874617737 -743.650706858348
0.629 -4.29252782193959 -747.943234680288
0.631 6.18066561014263 -741.762569070145
0.668 -2.69461077844311 -744.457179848588
0.659 -0.758725341426404 -745.215905190015
0.678 4.71976401179941 -740.496141178215
0.653 2.60336906584992 -737.892772112365
0.625 1.44 -736.452772112365
0.675 6.96296296296296 -729.489809149403
0.686 5.24781341107872 -724.241995738324
0.661 -0.151285930408472 -724.393281668732
0.635 -4.56692913385827 -728.96021080259
0.643 -6.06531881804044 -735.025529620631
0.645 1.3953488372093 -733.630180783422
0.624 -5.44871794871795 -739.07889873214
0.608 -9.53947368421053 -748.61837241635
0.607 -4.11861614497529 -752.736988561325
0.596 6.71140939597315 -746.025579165352
0.614 5.86319218241042 -740.162386982942
0.659 -2.57966616084977 -742.742053143792
0.641 -3.58814352574103 -746.330196669533
0.629 -5.88235294117647 -752.212549610709
0.662 -3.62537764350453 -755.837927254214
0.696 4.02298850574713 -751.814938748467
0.649 0.770416024653313 -751.044522723813
0.652 1.53374233128834 -749.510780392525
0.62 2.58064516129032 -746.930135231235
0.655 -2.29007633587786 -749.220211567112
0.679 0.441826215022091 -748.77838535209
0.612 4.90196078431373 -743.876424567777
0.609 2.13464696223317 -741.741777605543
0.603 -1.82421227197347 -743.565989877517
0.619 -4.36187399030695 -747.927863867824
0.638 1.88087774294671 -746.046986124877
0.612 1.63398692810458 -744.412999196773
0.626 -0.319488817891374 -744.732488014664
0.632 0.316455696202532 -744.416032318461
0.642 -9.03426791277259 -753.450300231234
0.607 -12.0263591433278 -765.476659374562
0.595 -3.19327731092437 -768.669936685486
0.66 0.303030303030303 -768.366906382456
0.642 -0.623052959501558 -768.989959341958
0.636 -2.83018867924528 -771.820148021203
0.63 -0.634920634920635 -772.455068656123
0.654 0.917431192660551 -771.537637463463
0.655 -2.59541984732824 -774.133057310791
0.586 4.77815699658703 -769.354900314204
0.622 -8.36012861736334 -777.715028931567
0.607 -4.44810543657331 -782.163134368141
0.62 -3.87096774193548 -786.034102110076
0.611 -7.69230769230769 -793.726409802384
0.613 -6.36215334420881 -800.088563146593
0.612 -7.18954248366013 -807.278105630253
0.621 -4.99194847020934 -812.270054100462
0.598 -7.02341137123746 -819.2934654717
0.631 -8.0824088748019 -827.375874346502
0.602 2.32558139534884 -825.050292951153
0.591 0.50761421319797 -824.542678737955
0.626 -10.5431309904153 -835.08580972837
0.599 -6.51085141903172 -841.596661147402
0.62 -8.38709677419355 -849.983757921595
0.625 -2.72 -852.703757921595
0.612 -7.51633986928105 -860.220097790876
0.657 -8.06697108066971 -868.287068871546
0.638 -6.26959247648903 -874.556661348035
0.655 -4.12213740458015 -878.678798752615
0.635 -3.30708661417323 -881.985885366788
0.632 -6.0126582278481 -887.998543594637
0.622 3.21543408360129 -884.783109511035
0.636 -11.0062893081761 -895.789398819211
0.64 4.0625 -891.726898819211
0.631 -1.743264659271 -893.470163478482
0.614 -4.23452768729642 -897.704691165779
0.636 -3.45911949685535 -901.163810662634
0.658 0 -901.163810662634
0.607 -7.41350906095552 -908.57731972359
0.666 -8.10810810810811 -916.685427831698
0.642 0.311526479750779 -916.373901351947
0.621 -4.02576489533011 -920.399666247277
0.657 1.06544901065449 -919.334217236623
0.65 -1.23076923076923 -920.564986467392
0.674 0.29673590504451 -920.268250562347
0.623 -4.97592295345104 -925.244173515798
0.644 -0.31055900621118 -925.55473252201
0.631 -4.5958795562599 -930.150612078269
0.655 -4.73282442748092 -934.88343650575
0.616 -4.87012987012987 -939.75356637588
0.638 -2.82131661442006 -942.5748829903
0.626 4.15335463258786 -938.421528357712
0.636 -6.28930817610063 -944.710836533813
0.63 2.85714285714286 -941.85369367667
0.639 -1.40845070422535 -943.262144380896
0.642 4.3613707165109 -938.900773664385
0.645 -2.94573643410853 -941.846510098493
0.626 3.19488817891374 -938.651621919579
0.597 0.16750418760469 -938.484117731975
0.648 -0.617283950617284 -939.101401682592
0.645 -0.465116279069767 -939.566517961662
0.63 -0.634920634920635 -940.201438596582
0.63 -2.22222222222222 -942.423660818805
0.63 -1.58730158730159 -944.010962406106
0.626 -0.319488817891374 -944.330451223998
0.641 0.78003120124805 -943.55042002275
0.643 2.02177293934681 -941.528647083403
0.66 -1.81818181818182 -943.346828901585
0.646 6.81114551083591 -936.535683390749
0.61 -10.1639344262295 -946.699617816978
0.633 2.05371248025276 -944.645905336725
0.653 -5.35987748851455 -950.00578282524
0.62 5.48387096774194 -944.521911857498
0.627 -3.34928229665072 -947.871194154149
0.653 0.153139356814701 -947.718054797334
0.586 5.46075085324232 -942.257303944092
0.617 -5.9967585089141 -948.254062453006
0.638 -3.76175548589342 -952.015817938899
0.6 2.33333333333333 -949.682484605566
0.658 2.73556231003039 -946.946922295536
0.617 -0.810372771474878 -947.75729506701
0.623 -0.481540930979133 -948.23883599799
0.614 -4.88599348534202 -953.124829483332
0.632 -1.26582278481013 -954.390652268142
0.613 -2.12071778140294 -956.511370049545
0.642 5.9190031152648 -950.59236693428
0.631 -3.32805071315372 -953.920417647434
0.656 3.04878048780488 -950.871637159629
0.66 2.12121212121212 -948.750425038417
0.644 8.38509316770186 -940.365331870715
0.601 5.82362728785358 -934.541704582861
0.616 -1.94805194805195 -936.489756530913
0.652 0.306748466257669 -936.183008064655
0.627 0.478468899521531 -935.704539165134
0.637 -4.23861852433281 -939.943157689467
0.643 -1.39968895800933 -941.342846647476
0.658 5.16717325227964 -936.175673395196
0.628 -0.636942675159236 -936.812616070356
0.622 6.7524115755627 -930.060204494793
0.675 4.2962962962963 -925.763908198497
0.618 -6.14886731391586 -931.912775512413
0.63 0.317460317460317 -931.595315194952
0.63 -1.26984126984127 -932.865156464793
0.633 -0.157977883096367 -933.02313434789
0.656 0.304878048780488 -932.718256299109
0.638 4.07523510971787 -928.643021189391
0.639 0.156494522691706 -928.4865266667
0.639 10.4851330203443 -918.001393646355
0.663 5.58069381598793 -912.420699830368
0.657 8.37138508371385 -904.049314746654
0.636 0 -904.049314746654
0.652 3.06748466257669 -900.981830084077
0.663 6.78733031674208 -894.194499767335
0.642 4.98442367601246 -889.210076091322
0.66 5.75757575757576 -883.452500333747
0.635 4.25196850393701 -879.20053182981
0.644 0.62111801242236 -878.579413817387
0.641 -4.83619344773791 -883.415607265125
0.608 0.328947368421053 -883.086659896704
0.632 3.16455696202532 -879.922102934679
0.622 -0.643086816720257 -880.565189751399
0.672 2.67857142857143 -877.886618322828
0.604 6.29139072847682 -871.595227594351
0.619 -1.13085621970921 -872.72608381406
0.642 -0.623052959501558 -873.349136773562
0.62 -4.51612903225806 -877.86526580582
0.617 0.162074554294976 -877.703191251525
0.627 -9.40988835725678 -887.113079608782
0.597 -7.20268006700168 -894.315759675783
0.583 -2.91595197255575 -897.231711648339
0.595 2.18487394957983 -895.046837698759
0.612 -4.2483660130719 -899.295203711831
0.588 5.78231292517007 -893.512890786661
0.611 -0.490998363338789 -894.00388915
0.641 -1.40405616224649 -895.407945312246
0.614 0.651465798045603 -894.756479514201
0.615 -3.41463414634146 -898.171113660542
0.597 -4.52261306532663 -902.693726725869
0.575 3.65217391304348 -899.041552812825
0.593 -1.5177065767285 -900.559259389554
0.6 -6.66666666666667 -907.22592605622
0.646 -0.928792569659443 -908.15471862588
0.586 3.07167235494881 -905.083046270931
0.597 -9.54773869346734 -914.630784964398
0.6 -1.33333333333333 -915.964118297732
0.626 -4.47284345047923 -920.436961748211
0.635 -4.88188976377953 -925.31885151199
0.587 -0.170357751277683 -925.489209263268
0.628 0.318471337579618 -925.170737925689
0.625 -3.36 -928.530737925689
0.626 -5.75079872204473 -934.281536647733
0.598 -10.7023411371237 -944.983877784857
0.628 -7.00636942675159 -951.990247211609
0.637 0.156985871271586 -951.833261340337
0.641 -4.83619344773791 -956.669454788075
0.608 -0.328947368421053 -956.998402156496
0.606 -6.93069306930693 -963.929095225803
0.599 -5.17529215358932 -969.104387379392
0.608 -2.30263157894737 -971.40701895834
0.617 1.78282009724473 -969.624198861095
0.667 1.64917541229385 -967.975023448801
0.642 -4.67289719626168 -972.647920645063
0.625 -1.12 -973.767920645063
0.617 -3.72771474878444 -977.495635393847
0.647 -12.5193199381762 -990.014955332023
0.626 -5.11182108626198 -995.126776418285
0.586 1.02389078498294 -994.102885633302
0.615 -3.73983739837398 -997.842723031676
0.607 -0.164744645799012 -998.007467677475
0.58 -7.58620689655172 -1005.59367457403
0.593 2.52951096121417 -1003.06416361281
0.609 -1.80623973727422 -1004.87040335009
0.583 1.20068610634648 -1003.66971724374
0.603 -3.81426202321725 -1007.48397926696
0.598 -12.7090301003344 -1020.19300936729
0.625 -1.12 -1021.31300936729
0.618 -10.6796116504854 -1031.99262101778
0.622 -0.964630225080386 -1032.95725124286
0.646 -5.26315789473684 -1038.22040913759
0.602 -5.98006644518272 -1044.20047558278
0.6 -4 -1048.20047558278
0.645 -10.3875968992248 -1058.588072482
0.599 -7.51252086811352 -1066.10059335012
0.626 -2.23642172523962 -1068.33701507536
0.608 0.986842105263158 -1067.35017297009
0.619 -2.4232633279483 -1069.77343629804
0.652 -7.97546012269939 -1077.74889642074
0.601 -5.49084858569052 -1083.23974500643
0.614 -7.81758957654723 -1091.05733458298
0.644 -8.07453416149068 -1099.13186874447
0.627 -3.03030303030303 -1102.16217177477
0.628 -5.09554140127389 -1107.25771317605
0.624 -1.6025641025641 -1108.86027727861
0.629 -7.47217806041335 -1116.33245533902
0.633 -3.94944707740916 -1120.28190241643
0.638 -5.01567398119122 -1125.29757639762
0.562 -2.49110320284698 -1127.78867960047
0.552 -14.4927536231884 -1142.28143322366
0.576 -7.29166666666667 -1149.57309989033
0.54 -13.3333333333333 -1162.90643322366
0.543 -14.548802946593 -1177.45523617025
0.559 -12.3434704830054 -1189.79870665326
0.564 -2.4822695035461 -1192.2809761568
0.632 1.58227848101266 -1190.69869767579
0.656 2.4390243902439 -1188.25967328555
0.638 -2.82131661442006 -1191.08098989997
0.663 -0.150829562594268 -1191.23181946256
0.64 2.5 -1188.73181946256
0.615 0.48780487804878 -1188.24401458451
0.578 -4.84429065743945 -1193.08830524195
0.555 -3.06306306306306 -1196.15136830501
0.6 -9 -1205.15136830501
0.593 -0.505902192242833 -1205.65727049726
0.597 -9.54773869346734 -1215.20500919072
0.57 -0.350877192982456 -1215.55588638371
0.569 -7.55711775043937 -1223.11300413415
0.594 -4.04040404040404 -1227.15340817455
0.616 -10.0649350649351 -1237.21834323949
0.565 0.176991150442478 -1237.04135208904
0.597 0.16750418760469 -1236.87384790144
0.572 -3.14685314685315 -1240.02070104829
0.624 5.76923076923077 -1234.25147027906
0.615 -3.08943089430894 -1237.34090117337
0.593 0.505902192242833 -1236.83499898113
0.575 -7.1304347826087 -1243.96543376374
0.637 -9.26216640502355 -1253.22760016876
0.603 -8.12603648424544 -1261.353636653
0.629 -9.37996820349762 -1270.7336048565
0.604 -7.6158940397351 -1278.34949889624
0.552 -3.6231884057971 -1281.97268730203
0.6 -1 -1282.97268730203
0.603 3.15091210613599 -1279.8217751959
0.578 -5.5363321799308 -1285.35810737583
0.571 -7.18038528896673 -1292.5384926648
0.601 -10.4825291181364 -1303.02102178293
0.565 -6.90265486725664 -1309.92367665019
0.591 -12.0135363790186 -1321.93721302921
0.584 -2.73972602739726 -1324.67693905661
0.596 0 -1324.67693905661
0.581 4.99139414802065 -1319.68554490858
0.595 3.52941176470588 -1316.15613314388
0.555 -1.62162162162162 -1317.7777547655
0.58 -7.58620689655172 -1325.36396166205
0.604 -11.9205298013245 -1337.28449146338
0.63 -9.20634920634921 -1346.49084066973
0.567 -3.35097001763668 -1349.84181068736
0.586 0.341296928327645 -1349.50051375903
0.604 1.98675496688742 -1347.51375879215
0.601 6.15640599001664 -1341.35735280213
0.564 1.41843971631206 -1339.93891308582
0.579 -5.69948186528497 -1345.6383949511
0.618 -4.20711974110032 -1349.8455146922
0.587 -5.96252129471891 -1355.80803598692
0.586 -4.43686006825939 -1360.24489605518
0.638 -9.71786833855799 -1369.96276439374
0.591 -7.27580372250423 -1377.23856811624
0.578 -10.7266435986159 -1387.96521171486
0.608 -2.96052631578947 -1390.92573803065
0.615 -3.08943089430894 -1394.01516892496
0.624 2.88461538461538 -1391.13055354034
0.566 -1.76678445229682 -1392.89733799264
0.629 -2.06677265500795 -1394.96411064765
0.612 -2.28758169934641 -1397.25169234699
0.574 -1.74216027874564 -1398.99385262574
0.599 -1.83639398998331 -1400.83024661572
0.64 -5.3125 -1406.14274661572
0.588 -3.40136054421769 -1409.54410715994
0.639 -2.660406885759 -1412.2045140457
0.64 -5.3125 -1417.5170140457
0.599 -5.84307178631052 -1423.36008583201
0.604 -4.63576158940397 -1427.99584742141
0.617 0.486223662884927 -1427.50962375853
0.646 -3.40557275541796 -1430.91519651395
0.634 -9.14826498422713 -1440.06346149817
0.626 -1.91693290734824 -1441.98039440552
0.619 -0.484652665589661 -1442.46504707111
0.642 0.934579439252336 -1441.53046763186
0.613 -1.79445350734095 -1443.3249211392
0.649 -4.77657935285054 -1448.10150049205
0.661 -4.99243570347958 -1453.09393619553
0.596 -9.06040268456376 -1462.1543388801
0.622 -6.7524115755627 -1468.90675045566
0.632 -5.37974683544304 -1474.2864972911
0.626 -8.94568690095847 -1483.23218419206
0.618 -2.58899676375405 -1485.82118095581
